"indicatorId","source","date","wardId","value"
113,"Census","2011-03","20732",3044
113,"Census","2011-03","20733",6411
113,"Census","2011-03","20734",4483
114,"Census","2011-03","20718",465
114,"Census","2011-03","20719",364
114,"Census","2011-03","20720",389
114,"Census","2011-03","20721",598
114,"Census","2011-03","20722",432
114,"Census","2011-03","20723",349
114,"Census","2011-03","20724",580
114,"Census","2011-03","20725",361
114,"Census","2011-03","20726",299
114,"Census","2011-03","20727",273
114,"Census","2011-03","20728",172
114,"Census","2011-03","20729",425
114,"Census","2011-03","20730",375
114,"Census","2011-03","20731",491
114,"Census","2011-03","20732",275
114,"Census","2011-03","20733",705
114,"Census","2011-03","20734",448
115,"Census","2011-03","20718",74
115,"Census","2011-03","20719",61
115,"Census","2011-03","20720",58
115,"Census","2011-03","20721",60
115,"Census","2011-03","20722",61
115,"Census","2011-03","20723",43
115,"Census","2011-03","20724",63
115,"Census","2011-03","20725",75
115,"Census","2011-03","20726",49
115,"Census","2011-03","20727",43
115,"Census","2011-03","20728",13
115,"Census","2011-03","20729",54
115,"Census","2011-03","20730",69
115,"Census","2011-03","20731",75
115,"Census","2011-03","20732",38
115,"Census","2011-03","20733",77
115,"Census","2011-03","20734",49
116,"Census","2011-03","20718",325
116,"Census","2011-03","20719",300
116,"Census","2011-03","20720",290
116,"Census","2011-03","20721",603
116,"Census","2011-03","20722",634
116,"Census","2011-03","20723",442
116,"Census","2011-03","20724",462
116,"Census","2011-03","20725",449
116,"Census","2011-03","20726",752
116,"Census","2011-03","20727",1264
116,"Census","2011-03","20728",413
116,"Census","2011-03","20729",784
116,"Census","2011-03","20730",605
116,"Census","2011-03","20731",491
116,"Census","2011-03","20732",907
116,"Census","2011-03","20733",319
116,"Census","2011-03","20734",438
117,"Census","2011-03","20718",652
117,"Census","2011-03","20719",515
117,"Census","2011-03","20720",848
117,"Census","2011-03","20721",1724
117,"Census","2011-03","20722",4185
117,"Census","2011-03","20723",1252
117,"Census","2011-03","20724",2709
117,"Census","2011-03","20725",702
117,"Census","2011-03","20726",2236
117,"Census","2011-03","20727",3536
117,"Census","2011-03","20728",4079
117,"Census","2011-03","20729",5228
117,"Census","2011-03","20730",2161
117,"Census","2011-03","20731",1526
117,"Census","2011-03","20732",2803
117,"Census","2011-03","20733",1125
117,"Census","2011-03","20734",778
118,"Census","2011-03","20718",185
118,"Census","2011-03","20719",112
118,"Census","2011-03","20720",114
118,"Census","2011-03","20721",142
118,"Census","2011-03","20722",206
118,"Census","2011-03","20723",132
118,"Census","2011-03","20724",130
118,"Census","2011-03","20725",116
118,"Census","2011-03","20726",130
118,"Census","2011-03","20727",165
118,"Census","2011-03","20728",173
118,"Census","2011-03","20729",180
118,"Census","2011-03","20730",132
118,"Census","2011-03","20731",127
118,"Census","2011-03","20732",121
118,"Census","2011-03","20733",132
118,"Census","2011-03","20734",113
119,"Census","2011-03","20718",1298
119,"Census","2011-03","20719",1120
119,"Census","2011-03","20720",937
119,"Census","2011-03","20721",1576
119,"Census","2011-03","20722",1809
119,"Census","2011-03","20723",1094
119,"Census","2011-03","20724",1431
119,"Census","2011-03","20725",1151
119,"Census","2011-03","20726",1154
119,"Census","2011-03","20727",1658
119,"Census","2011-03","20728",1555
119,"Census","2011-03","20729",1688
119,"Census","2011-03","20730",1329
119,"Census","2011-03","20731",1103
119,"Census","2011-03","20732",1376
119,"Census","2011-03","20733",1393
119,"Census","2011-03","20734",1123
130,"Census","2011-03","20718",10845
130,"Census","2011-03","20719",9477
130,"Census","2011-03","20720",10176
130,"Census","2011-03","20721",15674
130,"Census","2011-03","20722",16052
130,"Census","2011-03","20723",10784
130,"Census","2011-03","20724",19468
130,"Census","2011-03","20725",10393
130,"Census","2011-03","20726",12451
130,"Census","2011-03","20727",15186
130,"Census","2011-03","20728",12975
130,"Census","2011-03","20729",18241
130,"Census","2011-03","20730",13907
130,"Census","2011-03","20731",13266
130,"Census","2011-03","20732",14418
130,"Census","2011-03","20733",14984
130,"Census","2011-03","20734",11761
131,"Census","2011-03","20718",274
131,"Census","2011-03","20719",111
131,"Census","2011-03","20720",160
131,"Census","2011-03","20721",295
131,"Census","2011-03","20722",490
131,"Census","2011-03","20723",237
131,"Census","2011-03","20724",383
131,"Census","2011-03","20725",202
131,"Census","2011-03","20726",307
131,"Census","2011-03","20727",345
131,"Census","2011-03","20728",481
131,"Census","2011-03","20729",457
131,"Census","2011-03","20730",363
131,"Census","2011-03","20731",241
131,"Census","2011-03","20732",253
131,"Census","2011-03","20733",201
131,"Census","2011-03","20734",265
132,"Census","2011-03","20718",67
132,"Census","2011-03","20719",20
132,"Census","2011-03","20720",30
132,"Census","2011-03","20721",96
132,"Census","2011-03","20722",231
132,"Census","2011-03","20723",67
132,"Census","2011-03","20724",58
132,"Census","2011-03","20725",29
132,"Census","2011-03","20726",53
132,"Census","2011-03","20727",138
132,"Census","2011-03","20728",670
132,"Census","2011-03","20729",132
132,"Census","2011-03","20730",320
132,"Census","2011-03","20731",35
132,"Census","2011-03","20732",94
132,"Census","2011-03","20733",24
132,"Census","2011-03","20734",19
133,"Census","2011-03","20718",3216
133,"Census","2011-03","20719",2890
133,"Census","2011-03","20720",1809
133,"Census","2011-03","20721",489
133,"Census","2011-03","20722",1749
133,"Census","2011-03","20723",1599
133,"Census","2011-03","20724",302
133,"Census","2011-03","20725",3522
133,"Census","2011-03","20726",998
133,"Census","2011-03","20727",1008
133,"Census","2011-03","20728",109
133,"Census","2011-03","20729",126
133,"Census","2011-03","20730",153
133,"Census","2011-03","20731",1484
133,"Census","2011-03","20732",792
133,"Census","2011-03","20733",2226
133,"Census","2011-03","20734",1423
134,"Census","2011-03","20718",2707
134,"Census","2011-03","20719",2955
134,"Census","2011-03","20720",2754
134,"Census","2011-03","20721",1891
134,"Census","2011-03","20722",1814
134,"Census","2011-03","20723",1965
134,"Census","2011-03","20724",1433
134,"Census","2011-03","20725",2329
134,"Census","2011-03","20726",578
134,"Census","2011-03","20727",776
134,"Census","2011-03","20728",146
134,"Census","2011-03","20729",288
134,"Census","2011-03","20730",561
134,"Census","2011-03","20731",1776
134,"Census","2011-03","20732",1246
134,"Census","2011-03","20733",4153
134,"Census","2011-03","20734",2023
135,"Census","2011-03","20718",2408
135,"Census","2011-03","20719",1223
135,"Census","2011-03","20720",2394
135,"Census","2011-03","20721",2043
135,"Census","2011-03","20722",1887
135,"Census","2011-03","20723",1783
135,"Census","2011-03","20724",1622
135,"Census","2011-03","20725",1220
135,"Census","2011-03","20726",1231
135,"Census","2011-03","20727",1251
135,"Census","2011-03","20728",693
135,"Census","2011-03","20729",1214
135,"Census","2011-03","20730",1336
135,"Census","2011-03","20731",1624
135,"Census","2011-03","20732",1170
135,"Census","2011-03","20733",3781
135,"Census","2011-03","20734",2466
136,"Census","2011-03","20718",2512
136,"Census","2011-03","20719",2405
136,"Census","2011-03","20720",3217
136,"Census","2011-03","20721",11280
136,"Census","2011-03","20722",10607
136,"Census","2011-03","20723",5437
136,"Census","2011-03","20724",16117
136,"Census","2011-03","20725",3323
136,"Census","2011-03","20726",9644
136,"Census","2011-03","20727",12171
136,"Census","2011-03","20728",12035
136,"Census","2011-03","20729",16619
136,"Census","2011-03","20730",11874
136,"Census","2011-03","20731",8383
136,"Census","2011-03","20732",11223
136,"Census","2011-03","20733",4828
136,"Census","2011-03","20734",5811
137,"Census","2011-03","20718",2
137,"Census","2011-03","20719",6
137,"Census","2011-03","20720",2
137,"Census","2011-03","20721",1
137,"Census","2011-03","20722",0
137,"Census","2011-03","20723",0
137,"Census","2011-03","20724",3
137,"Census","2011-03","20725",0
137,"Census","2011-03","20726",2
137,"Census","2011-03","20727",1
137,"Census","2011-03","20728",1
137,"Census","2011-03","20729",3
137,"Census","2011-03","20730",8
137,"Census","2011-03","20731",0
137,"Census","2011-03","20732",3
137,"Census","2011-03","20733",4
137,"Census","2011-03","20734",41
151,"Census","2011-03","20718",17862
151,"Census","2011-03","20719",17709
151,"Census","2011-03","20720",16348
151,"Census","2011-03","20721",24457
151,"Census","2011-03","20722",23556
151,"Census","2011-03","20723",16462
151,"Census","2011-03","20724",29916
151,"Census","2011-03","20725",17268
151,"Census","2011-03","20726",19782
151,"Census","2011-03","20727",27883
151,"Census","2011-03","20728",21619
151,"Census","2011-03","20729",27309
151,"Census","2011-03","20730",20365
151,"Census","2011-03","20731",19688
151,"Census","2011-03","20732",27194
151,"Census","2011-03","20733",24165
151,"Census","2011-03","20734",18435
152,"Census","2011-03","20718",12734
152,"Census","2011-03","20719",11546
152,"Census","2011-03","20720",11953
152,"Census","2011-03","20721",17314
152,"Census","2011-03","20722",17347
152,"Census","2011-03","20723",11977
152,"Census","2011-03","20724",20272
152,"Census","2011-03","20725",12058
152,"Census","2011-03","20726",14338
152,"Census","2011-03","20727",17731
152,"Census","2011-03","20728",13913
152,"Census","2011-03","20729",21643
152,"Census","2011-03","20730",15594
152,"Census","2011-03","20731",13866
152,"Census","2011-03","20732",14603
152,"Census","2011-03","20733",16259
152,"Census","2011-03","20734",12297
153,"Census","2011-03","20718",2553
153,"Census","2011-03","20719",2437
153,"Census","2011-03","20720",2419
153,"Census","2011-03","20721",3327
153,"Census","2011-03","20722",2619
153,"Census","2011-03","20723",2105
153,"Census","2011-03","20724",3351
153,"Census","2011-03","20725",2569
153,"Census","2011-03","20726",1931
153,"Census","2011-03","20727",2311
153,"Census","2011-03","20728",1295
153,"Census","2011-03","20729",2687
153,"Census","2011-03","20730",2206
153,"Census","2011-03","20731",2569
153,"Census","2011-03","20732",2041
153,"Census","2011-03","20733",3328
153,"Census","2011-03","20734",2524
154,"Census","2011-03","20718",7417
154,"Census","2011-03","20719",6256
154,"Census","2011-03","20720",7200
154,"Census","2011-03","20721",9760
154,"Census","2011-03","20722",10688
154,"Census","2011-03","20723",7267
154,"Census","2011-03","20724",12214
154,"Census","2011-03","20725",6876
154,"Census","2011-03","20726",8838
154,"Census","2011-03","20727",9724
154,"Census","2011-03","20728",7605
154,"Census","2011-03","20729",13927
154,"Census","2011-03","20730",9893
154,"Census","2011-03","20731",8205
154,"Census","2011-03","20732",7337
154,"Census","2011-03","20733",9194
154,"Census","2011-03","20734",6707
155,"Census","2011-03","20718",1735
155,"Census","2011-03","20719",1353
155,"Census","2011-03","20720",1265
155,"Census","2011-03","20721",1788
155,"Census","2011-03","20722",2582
155,"Census","2011-03","20723",1625
155,"Census","2011-03","20724",1306
155,"Census","2011-03","20725",1549
155,"Census","2011-03","20726",1363
155,"Census","2011-03","20727",2345
155,"Census","2011-03","20728",2060
155,"Census","2011-03","20729",2093
155,"Census","2011-03","20730",1716
155,"Census","2011-03","20731",1465
155,"Census","2011-03","20732",1795
155,"Census","2011-03","20733",1760
155,"Census","2011-03","20734",1484
156,"Census","2011-03","20718",522
156,"Census","2011-03","20719",565
156,"Census","2011-03","20720",549
156,"Census","2011-03","20721",1489
156,"Census","2011-03","20722",700
156,"Census","2011-03","20723",428
156,"Census","2011-03","20724",1818
156,"Census","2011-03","20725",520
156,"Census","2011-03","20726",642
156,"Census","2011-03","20727",587
156,"Census","2011-03","20728",714
156,"Census","2011-03","20729",1236
156,"Census","2011-03","20730",1003
156,"Census","2011-03","20731",850
156,"Census","2011-03","20732",709
156,"Census","2011-03","20733",1212
156,"Census","2011-03","20734",973
157,"Census","2011-03","20718",507
157,"Census","2011-03","20719",935
157,"Census","2011-03","20720",520
157,"Census","2011-03","20721",950
157,"Census","2011-03","20722",758
157,"Census","2011-03","20723",543
157,"Census","2011-03","20724",1583
157,"Census","2011-03","20725",544
157,"Census","2011-03","20726",1564
157,"Census","2011-03","20727",2764
157,"Census","2011-03","20728",2239
157,"Census","2011-03","20729",1700
157,"Census","2011-03","20730",776
157,"Census","2011-03","20731",777
157,"Census","2011-03","20732",2721
157,"Census","2011-03","20733",765
157,"Census","2011-03","20734",609
158,"Census","2011-03","20718",5128
158,"Census","2011-03","20719",6163
158,"Census","2011-03","20720",4395
158,"Census","2011-03","20721",7143
158,"Census","2011-03","20722",6209
158,"Census","2011-03","20723",4485
158,"Census","2011-03","20724",9644
158,"Census","2011-03","20725",5210
158,"Census","2011-03","20726",5444
158,"Census","2011-03","20727",10152
158,"Census","2011-03","20728",7706
158,"Census","2011-03","20729",5666
158,"Census","2011-03","20730",4771
158,"Census","2011-03","20731",5822
158,"Census","2011-03","20732",12591
158,"Census","2011-03","20733",7906
158,"Census","2011-03","20734",6138
159,"Census","2011-03","20718",3108
159,"Census","2011-03","20719",2879
159,"Census","2011-03","20720",2514
159,"Census","2011-03","20721",2669
159,"Census","2011-03","20722",3114
159,"Census","2011-03","20723",2605
159,"Census","2011-03","20724",2812
159,"Census","2011-03","20725",2830
159,"Census","2011-03","20726",1888
159,"Census","2011-03","20727",2392
159,"Census","2011-03","20728",1310
159,"Census","2011-03","20729",1673
159,"Census","2011-03","20730",1771
159,"Census","2011-03","20731",2931
159,"Census","2011-03","20732",2461
159,"Census","2011-03","20733",3501
159,"Census","2011-03","20734",2489
160,"Census","2011-03","20718",754
160,"Census","2011-03","20719",1964
160,"Census","2011-03","20720",658
160,"Census","2011-03","20721",1169
160,"Census","2011-03","20722",1488
160,"Census","2011-03","20723",775
160,"Census","2011-03","20724",2529
160,"Census","2011-03","20725",994
160,"Census","2011-03","20726",2350
160,"Census","2011-03","20727",6347
160,"Census","2011-03","20728",5017
160,"Census","2011-03","20729",1857
160,"Census","2011-03","20730",841
160,"Census","2011-03","20731",898
160,"Census","2011-03","20732",8383
160,"Census","2011-03","20733",1284
160,"Census","2011-03","20734",915
161,"Census","2011-03","20718",681
161,"Census","2011-03","20719",569
161,"Census","2011-03","20720",538
161,"Census","2011-03","20721",1335
161,"Census","2011-03","20722",811
161,"Census","2011-03","20723",596
161,"Census","2011-03","20724",1314
161,"Census","2011-03","20725",705
161,"Census","2011-03","20726",386
161,"Census","2011-03","20727",620
161,"Census","2011-03","20728",419
161,"Census","2011-03","20729",720
161,"Census","2011-03","20730",732
161,"Census","2011-03","20731",685
161,"Census","2011-03","20732",659
161,"Census","2011-03","20733",1187
161,"Census","2011-03","20734",1021
162,"Census","2011-03","20718",389
162,"Census","2011-03","20719",475
162,"Census","2011-03","20720",466
162,"Census","2011-03","20721",1346
162,"Census","2011-03","20722",494
162,"Census","2011-03","20723",300
162,"Census","2011-03","20724",1820
162,"Census","2011-03","20725",452
162,"Census","2011-03","20726",512
162,"Census","2011-03","20727",461
162,"Census","2011-03","20728",617
162,"Census","2011-03","20729",954
162,"Census","2011-03","20730",998
162,"Census","2011-03","20731",940
162,"Census","2011-03","20732",731
162,"Census","2011-03","20733",1353
162,"Census","2011-03","20734",1210
163,"Census","2011-03","20718",196
163,"Census","2011-03","20719",276
163,"Census","2011-03","20720",219
163,"Census","2011-03","20721",624
163,"Census","2011-03","20722",302
163,"Census","2011-03","20723",209
163,"Census","2011-03","20724",1169
163,"Census","2011-03","20725",229
163,"Census","2011-03","20726",308
163,"Census","2011-03","20727",332
163,"Census","2011-03","20728",343
163,"Census","2011-03","20729",462
163,"Census","2011-03","20730",429
163,"Census","2011-03","20731",368
163,"Census","2011-03","20732",357
163,"Census","2011-03","20733",581
163,"Census","2011-03","20734",503
164,"Census","2011-03","20718",8598
164,"Census","2011-03","20719",8854
164,"Census","2011-03","20720",7913
164,"Census","2011-03","20721",11821
164,"Census","2011-03","20722",11362
164,"Census","2011-03","20723",7890
164,"Census","2011-03","20724",15625
164,"Census","2011-03","20725",8400
164,"Census","2011-03","20726",9876
164,"Census","2011-03","20727",13428
164,"Census","2011-03","20728",11134
164,"Census","2011-03","20729",13824
164,"Census","2011-03","20730",10383
164,"Census","2011-03","20731",9857
164,"Census","2011-03","20732",13177
164,"Census","2011-03","20733",11590
164,"Census","2011-03","20734",8851
165,"Census","2011-03","20718",6584
165,"Census","2011-03","20719",6008
165,"Census","2011-03","20720",6109
165,"Census","2011-03","20721",8970
165,"Census","2011-03","20722",8862
165,"Census","2011-03","20723",6180
165,"Census","2011-03","20724",10923
165,"Census","2011-03","20725",6235
165,"Census","2011-03","20726",7417
165,"Census","2011-03","20727",8952
165,"Census","2011-03","20728",7506
165,"Census","2011-03","20729",11294
165,"Census","2011-03","20730",8278
165,"Census","2011-03","20731",7181
165,"Census","2011-03","20732",7536
165,"Census","2011-03","20733",8341
165,"Census","2011-03","20734",6301
166,"Census","2011-03","20718",391
166,"Census","2011-03","20719",431
166,"Census","2011-03","20720",461
166,"Census","2011-03","20721",826
166,"Census","2011-03","20722",593
166,"Census","2011-03","20723",389
166,"Census","2011-03","20724",963
166,"Census","2011-03","20725",471
166,"Census","2011-03","20726",487
166,"Census","2011-03","20727",607
166,"Census","2011-03","20728",454
166,"Census","2011-03","20729",843
166,"Census","2011-03","20730",626
166,"Census","2011-03","20731",591
166,"Census","2011-03","20732",543
166,"Census","2011-03","20733",736
166,"Census","2011-03","20734",573
167,"Census","2011-03","20718",4483
167,"Census","2011-03","20719",3738
167,"Census","2011-03","20720",4131
167,"Census","2011-03","20721",5568
167,"Census","2011-03","20722",5851
167,"Census","2011-03","20723",4208
167,"Census","2011-03","20724",7009
167,"Census","2011-03","20725",4119
167,"Census","2011-03","20726",4864
167,"Census","2011-03","20727",5393
167,"Census","2011-03","20728",4343
167,"Census","2011-03","20729",7545
167,"Census","2011-03","20730",5493
167,"Census","2011-03","20731",4616
167,"Census","2011-03","20732",4223
167,"Census","2011-03","20733",5179
167,"Census","2011-03","20734",3849
168,"Census","2011-03","20718",1169
168,"Census","2011-03","20719",968
168,"Census","2011-03","20720",914
168,"Census","2011-03","20721",1209
168,"Census","2011-03","20722",1671
168,"Census","2011-03","20723",1082
168,"Census","2011-03","20724",956
168,"Census","2011-03","20725",1077
168,"Census","2011-03","20726",915
168,"Census","2011-03","20727",1484
168,"Census","2011-03","20728",1282
168,"Census","2011-03","20729",1364
168,"Census","2011-03","20730",1163
168,"Census","2011-03","20731",1046
168,"Census","2011-03","20732",1106
168,"Census","2011-03","20733",1298
168,"Census","2011-03","20734",987
169,"Census","2011-03","20718",319
169,"Census","2011-03","20719",369
169,"Census","2011-03","20720",343
169,"Census","2011-03","20721",923
169,"Census","2011-03","20722",420
169,"Census","2011-03","20723",254
169,"Census","2011-03","20724",1171
169,"Census","2011-03","20725",307
169,"Census","2011-03","20726",413
169,"Census","2011-03","20727",318
169,"Census","2011-03","20728",448
169,"Census","2011-03","20729",775
169,"Census","2011-03","20730",670
169,"Census","2011-03","20731",564
169,"Census","2011-03","20732",439
169,"Census","2011-03","20733",766
169,"Census","2011-03","20734",610
170,"Census","2011-03","20718",222
170,"Census","2011-03","20719",502
170,"Census","2011-03","20720",260
170,"Census","2011-03","20721",444
170,"Census","2011-03","20722",327
170,"Census","2011-03","20723",247
170,"Census","2011-03","20724",824
170,"Census","2011-03","20725",261
170,"Census","2011-03","20726",738
170,"Census","2011-03","20727",1150
170,"Census","2011-03","20728",979
170,"Census","2011-03","20729",767
170,"Census","2011-03","20730",326
170,"Census","2011-03","20731",364
170,"Census","2011-03","20732",1225
170,"Census","2011-03","20733",362
170,"Census","2011-03","20734",282
171,"Census","2011-03","20718",2014
171,"Census","2011-03","20719",2846
171,"Census","2011-03","20720",1804
171,"Census","2011-03","20721",2851
171,"Census","2011-03","20722",2500
171,"Census","2011-03","20723",1710
171,"Census","2011-03","20724",4702
171,"Census","2011-03","20725",2165
171,"Census","2011-03","20726",2459
171,"Census","2011-03","20727",4476
171,"Census","2011-03","20728",3628
171,"Census","2011-03","20729",2530
171,"Census","2011-03","20730",2105
171,"Census","2011-03","20731",2406
171,"Census","2011-03","20732",5641
171,"Census","2011-03","20733",3249
171,"Census","2011-03","20734",2550
172,"Census","2011-03","20718",1302
172,"Census","2011-03","20719",1223
172,"Census","2011-03","20720",1057
172,"Census","2011-03","20721",1120
172,"Census","2011-03","20722",1264
172,"Census","2011-03","20723",1052
172,"Census","2011-03","20724",1177
172,"Census","2011-03","20725",1206
172,"Census","2011-03","20726",765
172,"Census","2011-03","20727",985
172,"Census","2011-03","20728",592
172,"Census","2011-03","20729",756
172,"Census","2011-03","20730",788
172,"Census","2011-03","20731",1240
172,"Census","2011-03","20732",1066
172,"Census","2011-03","20733",1441
172,"Census","2011-03","20734",1074
173,"Census","2011-03","20718",383
173,"Census","2011-03","20719",1193
173,"Census","2011-03","20720",354
173,"Census","2011-03","20721",581
173,"Census","2011-03","20722",777
173,"Census","2011-03","20723",391
173,"Census","2011-03","20724",1487
173,"Census","2011-03","20725",586
173,"Census","2011-03","20726",1196
173,"Census","2011-03","20727",3017
173,"Census","2011-03","20728",2405
173,"Census","2011-03","20729",864
173,"Census","2011-03","20730",430
173,"Census","2011-03","20731",436
173,"Census","2011-03","20732",3922
173,"Census","2011-03","20733",693
173,"Census","2011-03","20734",434
174,"Census","2011-03","20718",50
174,"Census","2011-03","20719",60
174,"Census","2011-03","20720",56
174,"Census","2011-03","20721",173
174,"Census","2011-03","20722",70
174,"Census","2011-03","20723",34
174,"Census","2011-03","20724",165
174,"Census","2011-03","20725",51
174,"Census","2011-03","20726",39
174,"Census","2011-03","20727",41
174,"Census","2011-03","20728",49
174,"Census","2011-03","20729",101
174,"Census","2011-03","20730",100
174,"Census","2011-03","20731",84
174,"Census","2011-03","20732",64
174,"Census","2011-03","20733",146
174,"Census","2011-03","20734",153
175,"Census","2011-03","20718",185
175,"Census","2011-03","20719",242
175,"Census","2011-03","20720",232
175,"Census","2011-03","20721",704
175,"Census","2011-03","20722",248
175,"Census","2011-03","20723",143
175,"Census","2011-03","20724",1053
175,"Census","2011-03","20725",219
175,"Census","2011-03","20726",299
175,"Census","2011-03","20727",260
175,"Census","2011-03","20728",403
175,"Census","2011-03","20729",573
175,"Census","2011-03","20730",578
175,"Census","2011-03","20731",476
175,"Census","2011-03","20732",424
175,"Census","2011-03","20733",704
175,"Census","2011-03","20734",649
176,"Census","2011-03","20718",94
176,"Census","2011-03","20719",128
176,"Census","2011-03","20720",105
176,"Census","2011-03","20721",273
176,"Census","2011-03","20722",141
176,"Census","2011-03","20723",90
176,"Census","2011-03","20724",820
176,"Census","2011-03","20725",103
176,"Census","2011-03","20726",160
176,"Census","2011-03","20727",173
176,"Census","2011-03","20728",179
176,"Census","2011-03","20729",236
176,"Census","2011-03","20730",209
176,"Census","2011-03","20731",170
176,"Census","2011-03","20732",165
176,"Census","2011-03","20733",265
176,"Census","2011-03","20734",240
177,"Census","2011-03","20718",9264
177,"Census","2011-03","20719",8855
177,"Census","2011-03","20720",8435
177,"Census","2011-03","20721",12636
177,"Census","2011-03","20722",12194
177,"Census","2011-03","20723",8572
177,"Census","2011-03","20724",14291
177,"Census","2011-03","20725",8868
177,"Census","2011-03","20726",9906
177,"Census","2011-03","20727",14455
177,"Census","2011-03","20728",10485
177,"Census","2011-03","20729",13485
177,"Census","2011-03","20730",9982
177,"Census","2011-03","20731",10101
177,"Census","2011-03","20732",14017
177,"Census","2011-03","20733",12575
177,"Census","2011-03","20734",9584
178,"Census","2011-03","20718",6150
178,"Census","2011-03","20719",5538
178,"Census","2011-03","20720",5844
178,"Census","2011-03","20721",8344
178,"Census","2011-03","20722",8485
178,"Census","2011-03","20723",5797
178,"Census","2011-03","20724",9349
178,"Census","2011-03","20725",5823
178,"Census","2011-03","20726",6921
178,"Census","2011-03","20727",8779
178,"Census","2011-03","20728",6407
178,"Census","2011-03","20729",10349
178,"Census","2011-03","20730",7316
178,"Census","2011-03","20731",6685
178,"Census","2011-03","20732",7067
178,"Census","2011-03","20733",7918
178,"Census","2011-03","20734",5996
179,"Census","2011-03","20718",2162
179,"Census","2011-03","20719",2006
179,"Census","2011-03","20720",1958
179,"Census","2011-03","20721",2501
179,"Census","2011-03","20722",2026
179,"Census","2011-03","20723",1716
179,"Census","2011-03","20724",2388
179,"Census","2011-03","20725",2098
179,"Census","2011-03","20726",1444
179,"Census","2011-03","20727",1704
179,"Census","2011-03","20728",841
179,"Census","2011-03","20729",1844
179,"Census","2011-03","20730",1580
179,"Census","2011-03","20731",1978
179,"Census","2011-03","20732",1498
179,"Census","2011-03","20733",2592
179,"Census","2011-03","20734",1951
180,"Census","2011-03","20718",2934
180,"Census","2011-03","20719",2518
180,"Census","2011-03","20720",3069
180,"Census","2011-03","20721",4192
180,"Census","2011-03","20722",4837
180,"Census","2011-03","20723",3068
180,"Census","2011-03","20724",5205
180,"Census","2011-03","20725",2757
180,"Census","2011-03","20726",3974
180,"Census","2011-03","20727",4331
180,"Census","2011-03","20728",3262
180,"Census","2011-03","20729",6382
180,"Census","2011-03","20730",4400
180,"Census","2011-03","20731",3589
180,"Census","2011-03","20732",3114
180,"Census","2011-03","20733",4015
180,"Census","2011-03","20734",2858
181,"Census","2011-03","20718",566
181,"Census","2011-03","20719",369
181,"Census","2011-03","20720",351
181,"Census","2011-03","20721",579
181,"Census","2011-03","20722",911
181,"Census","2011-03","20723",543
181,"Census","2011-03","20724",350
181,"Census","2011-03","20725",472
181,"Census","2011-03","20726",448
181,"Census","2011-03","20727",861
181,"Census","2011-03","20728",778
181,"Census","2011-03","20729",729
181,"Census","2011-03","20730",553
181,"Census","2011-03","20731",419
181,"Census","2011-03","20732",689
181,"Census","2011-03","20733",462
181,"Census","2011-03","20734",497
182,"Census","2011-03","20718",203
182,"Census","2011-03","20719",196
182,"Census","2011-03","20720",206
182,"Census","2011-03","20721",566
182,"Census","2011-03","20722",280
182,"Census","2011-03","20723",174
182,"Census","2011-03","20724",647
182,"Census","2011-03","20725",213
182,"Census","2011-03","20726",229
182,"Census","2011-03","20727",269
182,"Census","2011-03","20728",266
182,"Census","2011-03","20729",461
182,"Census","2011-03","20730",333
182,"Census","2011-03","20731",286
182,"Census","2011-03","20732",270
182,"Census","2011-03","20733",446
182,"Census","2011-03","20734",363
183,"Census","2011-03","20718",285
183,"Census","2011-03","20719",433
183,"Census","2011-03","20720",260
183,"Census","2011-03","20721",506
183,"Census","2011-03","20722",431
183,"Census","2011-03","20723",296
183,"Census","2011-03","20724",759
183,"Census","2011-03","20725",283
183,"Census","2011-03","20726",826
183,"Census","2011-03","20727",1614
183,"Census","2011-03","20728",1260
183,"Census","2011-03","20729",933
183,"Census","2011-03","20730",450
183,"Census","2011-03","20731",413
183,"Census","2011-03","20732",1496
183,"Census","2011-03","20733",403
183,"Census","2011-03","20734",327
184,"Census","2011-03","20718",3114
184,"Census","2011-03","20719",3317
184,"Census","2011-03","20720",2591
184,"Census","2011-03","20721",4292
184,"Census","2011-03","20722",3709
184,"Census","2011-03","20723",2775
184,"Census","2011-03","20724",4942
184,"Census","2011-03","20725",3045
184,"Census","2011-03","20726",2985
184,"Census","2011-03","20727",5676
184,"Census","2011-03","20728",4078
184,"Census","2011-03","20729",3136
184,"Census","2011-03","20730",2666
184,"Census","2011-03","20731",3416
184,"Census","2011-03","20732",6950
184,"Census","2011-03","20733",4657
184,"Census","2011-03","20734",3588
185,"Census","2011-03","20718",1806
185,"Census","2011-03","20719",1656
185,"Census","2011-03","20720",1457
185,"Census","2011-03","20721",1549
185,"Census","2011-03","20722",1850
185,"Census","2011-03","20723",1553
185,"Census","2011-03","20724",1635
185,"Census","2011-03","20725",1624
185,"Census","2011-03","20726",1123
185,"Census","2011-03","20727",1407
185,"Census","2011-03","20728",718
185,"Census","2011-03","20729",917
185,"Census","2011-03","20730",983
185,"Census","2011-03","20731",1691
185,"Census","2011-03","20732",1395
185,"Census","2011-03","20733",2060
185,"Census","2011-03","20734",1415
186,"Census","2011-03","20718",371
186,"Census","2011-03","20719",771
186,"Census","2011-03","20720",304
186,"Census","2011-03","20721",588
186,"Census","2011-03","20722",711
186,"Census","2011-03","20723",384
186,"Census","2011-03","20724",1042
186,"Census","2011-03","20725",408
186,"Census","2011-03","20726",1154
